sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_2,2018-07-09,15:50,MICROZOOPLANKTON & NAUPLII,Rotifers,26,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,150,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CYCLOPOIDS,Cyclopoid copepodid,37,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CYCLOPOIDS,Eucyclops pectinifer,1,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CALANOIDS,Calanoid copepodid,3,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CLADOCERA,Bosmina,1,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CLADOCERA,Ceriodaphnia,1,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,CLADOCERA,Chydorus,2,1.0,59,0.3,59.0,0.3
DI_SAV_2,2018-07-09,15:50,HARPACTICOIDS,Harpacticoids,15,1.0,59,0.3,59.0,0.3
